1,1_TYPE,"Eldon Base for stackable storage shelf, platinum","Eldon Base for stackable storage shelf, platinum_TYPE","Muhammed MacIntyre","Muhammed MacIntyre_TYPE",3,3_TYPE,-213.25,-213.25_TYPE,38.94,38.94_TYPE,35,35_TYPE,Nunavut,Nunavut_TYPE,"Storage & Organization","Storage & Organization_TYPE",0.8,0.8_TYPE
909,Number,"HP Office Recycled Paper (20Lb. and 87 Bright)",Mix,"Anna Andreadi",String,5504,Number,-20.33,Number,5.78,Number,7.64,Number,"British Columbia",String,Paper,String,0.36,Number
910,Number,"KF 788",Mix,"Anna Andreadi",String,5504,Number,20.23,Number,45.99,Number,4.99,Number,"British Columbia",String,"Telephones and Communication",String,0.56,Number
911,Number,"Logitech Internet Navigator Keyboard",String,"Emily Grady",String,8390,Number,-99.34,Number,30.98,Number,4,Number,"British Columbia",String,"Computer Peripherals",String,0.8,Number
912,Number,"ACCOHIDE® Binder by Acco",String,"Barbara Fisher",String,8545,Number,-77.34,Number,4.13,Number,5.34,Number,"British Columbia",String,"Binders and Binder Accessories",String,0.38,Number
913,Number,"O'Sullivan Elevations Bookcase, Cherry Finish",String,"Barbara Fisher",String,8545,Number,-662.80,Number,130.98,Number,54.74,Number,"British Columbia",String,Bookcases,String,0.69,Number
914,Number,"Serrated Blade or Curved Handle Hand Letter Openers",String,"Emily Grady",String,9573,Number,-59.91,Number,3.14,Number,1.92,Number,"British Columbia",String,"Scissors, Rulers and Trimmers",String,0.84,Number
915,Number,"Tyvek ® Top-Opening Peel & Seel Envelopes, Plain White",String,"Kelly Williams",String,9892,Number,424.36,Number,27.18,Number,8.23,Number,"British Columbia",String,Envelopes,String,0.38,Number
916,Number,"Keytronic 105-Key Spanish Keyboard",Mix,"Sonia Sunley",String,10048,Number,97.16,Number,73.98,Number,4,Number,"British Columbia",String,"Computer Peripherals",String,0.77,Number
917,Number,"*Staples* vLetter Openers, 2/Pack",Mix,"Sonia Sunley",String,10048,Number,-20.65,Number,3.68,Number,1.32,Number,"British Columbia",String,"Scissors, Rulers and Trimmers",String,0.83,Number
918,Number,"Hon 4700 Series Mobuis™ Mid-Back Task Chairs with Adjustable Arms",Mix,"Sonia Sunley",String,10144,Number,103.83,Number,355.98,Number,58.92,Number,"British Columbia",String,"Chairs & Chairmats",String,0.64,Number
919,Number,"Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms",Mix,"Sonia Sunley",String,10144,Number,-98.30,Number,160.98,Number,30,Number,"British Columbia",String,"Chairs & Chairmats",String,0.62,Number
920,Number,"Global Adaptabilities™ Conference Tables",String,"Sonia Sunley",String,10144,Number,539.54,Number,280.98,Number,35.67,Number,"British Columbia",String,Tables,String,0.66,Number
921,Number,"Motorola SB4200 Cable Modem",Mix,"Sonia Sunley",String,10432,Number,220.39,Number,179.99,Number,19.99,Number,"British Columbia",String,"Computer Peripherals",String,0.48,Number
922,Number,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",Mix,"Jocasta Rupert",String,10661,Number,-99.34,Number,6.84,Number,8.37,Number,"British Columbia",String,"Scissors, Rulers and Trimmers",String,0.58,Number
923,Number,"Jet-Pak Recycled Peel 'N' Seal Padded Mailers",String,"Sonia Sunley",String,12806,Number,107.93,Number,35.89,Number,14.72,Number,"British Columbia",String,Envelopes,String,0.4,Number
924,Number,"Wilson Jones DublLock® D-Ring Binders",String,"Kelly Williams",String,13158,Number,29.33,Number,6.75,Number,2.99,Number,"British Columbia",String,"Binders and Binder Accessories",String,0.35,Number
925,Number,"Strathmore Photo Mount Cards",String,"Anna Andreadi",String,13507,Number,-75.71,Number,6.78,Number,6.18,Number,"British Columbia",String,Paper,String,0.39,Number
926,Number,"Xerox 1978",Mix,"Rick Duston",String,14375,Number,-21.77,Number,5.78,Number,5.67,Number,"British Columbia",String,Paper,String,0.36,Number
927,Number,"GBC White Gloss Covers, Plain Front",String,"Sonia Sunley",String,14627,Number,67.86,Number,14.48,Number,6.46,Number,"British Columbia",String,"Binders and Binder Accessories",String,0.38,Number
928,Number,"GBC DocuBind 200 Manual Binding Machine",Mix,"Angele Hood",String,14852,Number,1234.57,Number,420.98,Number,19.99,Number,"British Columbia",String,"Binders and Binder Accessories",String,0.35,Number
929,Number,"Self-Adhesive Address Labels for Typewriters by Universal",String,"Sonia Sunley",String,16230,Number,-7.86,Number,7.31,Number,0.49,Number,"British Columbia",String,Labels,String,0.38,Number
930,Number,"O'Sullivan Elevations Bookcase, Cherry Finish",String,"Sonia Sunley",String,16230,Number,-801.09,Number,130.98,Number,54.74,Number,"British Columbia",String,Bookcases,String,0.69,Number
931,Number,"Xerox 1891",Mix,"Sonia Sunley",String,16230,Number,223.76,Number,48.91,Number,5.81,Number,"British Columbia",String,Paper,String,0.38,Number
932,Number,"Fellowes Recycled Storage Drawers",String,"Sonia Sunley",String,16230,Number,506.86,Number,111.03,Number,8.64,Number,"British Columbia",String,"Storage & Organization",String,0.78,Number
933,Number,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",Mix,"Sonia Sunley",String,19074,Number,191.47,Number,208.16,Number,68.02,Number,"British Columbia",String,Appliances,String,0.58,Number
934,Number,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",Mix,"Dennis Bolton",String,20194,Number,68.89,Number,20.24,Number,6.67,Number,"British Columbia",String,"Office Furnishings",String,0.49,Number
935,Number,"Newell 312",Mix,"Stewart Carmichael",String,21024,Number,33.80,Number,5.84,Number,1.2,Number,"British Columbia",String,"Pens & Art Supplies",String,0.55,Number
936,Number,"Avery 487",Mix,"Dennis Bolton",String,21509,Number,15.82,Number,3.69,Number,0.5,Number,"British Columbia",String,Labels,String,0.38,Number
937,Number,"Avery 487",Mix,"Sonia Sunley",String,21856,Number,71.77,Number,3.69,Number,0.5,Number,"British Columbia",String,Labels,String,0.38,Number
938,Number,"Serrated Blade or Curved Handle Hand Letter Openers",String,"Sonia Sunley",String,21856,Number,-47.75,Number,3.14,Number,1.92,Number,"British Columbia",String,"Scissors, Rulers and Trimmers",String,0.84,Number
939,Number,"Eureka Hand Vacuum, Bagless",String,"Stewart Carmichael",String,22119,Number,-122.77,Number,49.43,Number,19.99,Number,"British Columbia",String,Appliances,String,0.57,Number
940,Number,"Airmail Envelopes",String,"Kelly Williams",String,22534,Number,-44.18,Number,83.93,Number,19.99,Number,"British Columbia",String,Envelopes,String,0.38,Number
941,Number,"Keytronic French Keyboard",String,"Sonia Sunley",String,22629,Number,-243.02,Number,73.98,Number,14.52,Number,"British Columbia",String,"Computer Peripherals",String,0.65,Number
942,Number,"TDK 4.7GB DVD-R",Mix,"Kelly Williams",String,23011,Number,-33.93,Number,10.01,Number,1.99,Number,"British Columbia",String,"Computer Peripherals",String,0.41,Number
943,Number,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Mix,"Sonia Sunley",String,24070,Number,-98.31,Number,4.91,Number,4.97,Number,"British Columbia",String,"Binders and Binder Accessories",String,0.38,Number
944,Number,"Hon Olson Stacker Stools",String,"Sonia Sunley",String,24070,Number,-164.59,Number,140.81,Number,24.49,Number,"British Columbia",String,"Chairs & Chairmats",String,0.57,Number
945,Number,"Newell 314",Mix,"Sonia Sunley",String,24070,Number,88.80,Number,5.58,Number,0.7,Number,"British Columbia",String,"Pens & Art Supplies",String,0.6,Number
946,Number,"Global Ergonomic Managers Chair",String,"Sonia Sunley",String,24737,Number,-210.97,Number,180.98,Number,26.2,Number,"British Columbia",String,"Chairs & Chairmats",String,0.59,Number
947,Number,"Xerox 1995",Mix,"Sonia Sunley",String,24737,Number,-28.15,Number,6.48,Number,5.19,Number,"British Columbia",String,Paper,String,0.37,Number
948,Number,"Belkin 8 Outlet Surge Protector",Mix,"Anna Andreadi",String,26373,Number,2.30,Number,40.98,Number,5.33,Number,"British Columbia",String,Appliances,String,0.57,Number
949,Number,"Canon Image Class D660 Copier",Mix,"Seth Vernon",String,26978,Number,-635.69,Number,599.99,Number,24.49,Number,"British Columbia",String,"Copiers and Fax",String,0.44,Number
950,Number,"Xerox 1919",Mix,"Seth Vernon",String,26978,Number,938.26,Number,40.99,Number,5.86,Number,"British Columbia",String,Paper,String,0.36,Number
951,Number,"Eldon Jumbo ProFile™ Portable File Boxes Graphite/Black",String,"Seth Vernon",String,26978,Number,-157.44,Number,15.31,Number,8.78,Number,"British Columbia",String,"Storage & Organization",String,0.57,Number
952,Number,Accessory27,Mix,"Alex Avila",String,27174,Number,-245.56,Number,35.99,Number,5,Number,"British Columbia",String,"Telephones and Communication",String,0.85,Number
953,Number,"Berol Giant Pencil Sharpener",String,"Sarah Foster",String,27876,Number,-70.54,Number,16.99,Number,8.99,Number,"British Columbia",String,"Pens & Art Supplies",String,0.56,Number
954,Number,"Verbatim DVD-R 4.7GB authoring disc",Mix,"Alex Avila",String,28582,Number,423.87,Number,39.24,Number,1.99,Number,"British Columbia",String,"Computer Peripherals",String,0.51,Number
955,Number,"TOPS Money Receipt Book, Consecutively Numbered in Red,",String,"Alex Avila",String,28582,Number,87.96,Number,8.01,Number,2.87,Number,"British Columbia",String,Paper,String,0.4,Number
956,Number,"Xerox 227",Mix,"Anna Andreadi",String,28868,Number,-142.30,Number,6.48,Number,8.73,Number,"British Columbia",String,Paper,String,0.37,Number
957,Number,"Sauder Forest Hills Library, Woodland Oak Finish",String,"Angele Hood",String,29857,Number,-639.47,Number,140.98,Number,36.09,Number,"British Columbia",String,Bookcases,String,0.77,Number
958,Number,"GBC VeloBinder Electric Binding Machine",String,"Sonia Sunley",String,29921,Number,1733.47,Number,120.98,Number,9.07,Number,"British Columbia",String,"Binders and Binder Accessories",String,0.35,Number
959,Number,Accessory4,Mix,"Kelly Williams",String,30659,Number,-106.51,Number,85.99,Number,0.99,Number,"British Columbia",String,"Telephones and Communication",String,0.85,Number
960,Number,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",String,"Anna Andreadi",String,30660,Number,-647.14,Number,71.37,Number,69,Number,"British Columbia",String,Tables,String,0.68,Number
961,Number,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",Mix,"Alex Avila",String,30883,Number,59.84,Number,6.98,Number,1.6,Number,"British Columbia",String,Paper,String,0.38,Number
962,Number,"Microsoft Internet Keyboard",String,"Jim Karlsson",String,32871,Number,9.72,Number,20.97,Number,4,Number,"British Columbia",String,"Computer Peripherals",String,0.77,Number
963,Number,"Xerox 1962",Mix,"Sonia Sunley",String,33600,Number,-94.36,Number,4.28,Number,4.79,Number,"British Columbia",String,Paper,String,0.4,Number
964,Number,636,Number,"Alex Avila",String,33632,Number,-277.78,Number,115.99,Number,5.26,Number,"British Columbia",String,"Telephones and Communication",String,0.57,Number
965,Number,"Global Commerce™ Series High-Back Swivel/Tilt Chairs",String,"Lisa DeCherney",String,33665,Number,1063.46,Number,284.98,Number,69.55,Number,"British Columbia",String,"Chairs & Chairmats",String,0.6,Number
966,Number,"Wilson Jones Easy Flow II™ Sheet Lifters",String,"Barbara Fisher",String,34434,Number,-63.19,Number,1.8,Number,4.79,Number,"British Columbia",String,"Binders and Binder Accessories",String,0.37,Number
967,Number,"Avery White Multi-Purpose Labels",String,"Barbara Fisher",String,34434,Number,50.66,Number,4.98,Number,0.49,Number,"British Columbia",String,Labels,String,0.39,Number
968,Number,Accessory25,Mix,"Barbara Fisher",String,34753,Number,-63.70,Number,20.99,Number,0.99,Number,"British Columbia",String,"Telephones and Communication",String,0.57,Number
969,Number,"Xerox 199",Mix,"Lisa DeCherney",String,35364,Number,-54.75,Number,4.28,Number,5.68,Number,"British Columbia",String,Paper,String,0.4,Number
970,Number,"Bretford Rectangular Conference Table Tops",String,"Lisa DeCherney",String,35364,Number,-871.52,Number,376.13,Number,85.63,Number,"British Columbia",String,Tables,String,0.74,Number
971,Number,"Bush Advantage Collection® Racetrack Conference Table",String,"Lisa DeCherney",String,35364,Number,455.02,Number,424.21,Number,110.2,Number,"British Columbia",String,Tables,String,0.67,Number
972,Number,"T28 WORLD",Mix,"Lisa DeCherney",String,35364,Number,-554.44,Number,195.99,Number,8.99,Number,"British Columbia",String,"Telephones and Communication",String,0.6,Number
973,Number,"Hon Comfortask® Task/Swivel Chairs",String,"Barbara Fisher",String,35812,Number,-112.62,Number,113.98,Number,30,Number,"British Columbia",String,"Chairs & Chairmats",String,0.69,Number
974,Number,"Fellowes 17-key keypad for PS/2 interface",Mix,"Barbara Fisher",String,35812,Number,-147.81,Number,30.73,Number,4,Number,"British Columbia",String,"Computer Peripherals",String,0.75,Number
975,Number,"Xerox 1938",Mix,"Barbara Fisher",String,35812,Number,307.64,Number,47.9,Number,5.86,Number,"British Columbia",String,Paper,String,0.37,Number
976,Number,"Executive Impressions 12"" Wall Clock",Mix,"Alex Avila",String,37063,Number,89.60,Number,17.67,Number,8.99,Number,"British Columbia",String,"Office Furnishings",String,0.47,Number
977,Number,"1726 Digital Answering Machine",Mix,"Roy Skaria",String,37281,Number,3.31,Number,20.99,Number,4.81,Number,"British Columbia",String,"Telephones and Communication",String,0.58,Number
978,Number,"Hon 4070 Series Pagoda™ Armless Upholstered Stacking Chairs",Mix,"Angele Hood",String,37798,Number,813.49,Number,291.73,Number,48.8,Number,"British Columbia",String,"Chairs & Chairmats",String,0.56,Number
979,Number,"Rediform S.O.S. Phone Message Books",String,"Seth Vernon",String,38017,Number,45.14,Number,4.98,Number,0.8,Number,"British Columbia",String,Paper,String,0.36,Number
980,Number,"StarTAC 3000",Mix,"Seth Vernon",String,38017,Number,453.65,Number,125.99,Number,7.69,Number,"British Columbia",String,"Telephones and Communication",String,0.59,Number
981,Number,"Staples® General Use 3-Ring Binders",Mix,"Sarah Foster",String,38272,Number,-20.65,Number,1.88,Number,1.49,Number,"British Columbia",String,"Binders and Binder Accessories",String,0.37,Number
982,Number,"Adesso Programmable 142-Key Keyboard",Mix,"Kelly Williams",String,39301,Number,-521.09,Number,152.48,Number,4,Number,"British Columbia",String,"Computer Peripherals",String,0.79,Number
983,Number,"ACCOHIDE® 3-Ring Binder, Blue, 1""",Mix,"Dennis Bolton",String,39367,Number,-146.97,Number,4.13,Number,5.04,Number,"British Columbia",String,"Binders and Binder Accessories",String,0.38,Number
984,Number,"Ampad #10 Peel & Seel® Holiday Envelopes",Mix,"Dennis Bolton",String,39367,Number,5.90,Number,4.48,Number,2.5,Number,"British Columbia",String,Envelopes,String,0.37,Number
985,Number,"Imation 3.5"" DS-HD Macintosh Formatted Diskettes, 10/Pack",Mix,"Roy Skaria",String,39655,Number,-72.43,Number,7.28,Number,3.52,Number,"British Columbia",String,"Computer Peripherals",String,0.68,Number
986,Number,"Durable Pressboard Binders",String,"Jim Karlsson",String,40803,Number,9.24,Number,3.8,Number,1.49,Number,"British Columbia",String,"Binders and Binder Accessories",String,0.38,Number
987,Number,"Global Leather and Oak Executive Chair, Black",String,"Jim Karlsson",String,40803,Number,1512.07,Number,300.98,Number,64.73,Number,"British Columbia",String,"Chairs & Chairmats",String,0.56,Number
988,Number,"3M Organizer Strips",Mix,"Barbara Fisher",String,40806,Number,-41.26,Number,5.4,Number,7.78,Number,"British Columbia",String,"Binders and Binder Accessories",String,0.37,Number
989,Number,"Xerox 1983",Mix,"Anna Andreadi",String,43523,Number,-97.23,Number,5.98,Number,5.46,Number,"British Columbia",String,Paper,String,0.36,Number
990,Number,"Advantus Map Pennant Flags and Round Head Tacks",String,"Seth Vernon",String,44199,Number,-6.33,Number,3.95,Number,2,Number,"British Columbia",String,"Rubber Bands",String,0.53,Number
991,Number,"Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms",Mix,"Alex Avila",String,44231,Number,116.10,Number,160.98,Number,30,Number,"British Columbia",String,"Chairs & Chairmats",String,0.62,Number
992,Number,"Belkin 107-key enhanced keyboard, USB/PS/2 interface",Mix,"Alex Avila",String,44231,Number,-87.96,Number,17.98,Number,4,Number,"British Columbia",String,"Computer Peripherals",String,0.79,Number
993,Number,5185,Number,"Alex Avila",String,44231,Number,311.64,Number,115.99,Number,8.99,Number,"British Columbia",String,"Telephones and Communication",String,0.58,Number
994,Number,"Hon Every-Day® Chair Series Swivel Task Chairs",String,"Sonia Sunley",String,45573,Number,-151.46,Number,120.98,Number,30,Number,"British Columbia",String,"Chairs & Chairmats",String,0.64,Number
