RowNumber,RowNumber_TYPE,CustomerId,CustomerId_TYPE,Surname,Surname_TYPE,CreditScore,CreditScore_TYPE,Geography,Geography_TYPE,Gender,Gender_TYPE,Age,Age_TYPE,Tenure,Tenure_TYPE,Balance,Balance_TYPE,NumOfProducts,NumOfProducts_TYPE,HasCrCard,HasCrCard_TYPE,IsActiveMember,IsActiveMember_TYPE,EstimatedSalary,EstimatedSalary_TYPE,Exited,Exited_TYPE
7704,Number,15806081,Number,Fleming,String,608,Number,Germany,String,Female,String,48,Number,2,Number,127924.25,Number,2,Number,1,Number,0,Number,32202.61,Number,0,Number
7705,Number,15796336,Number,Chang,String,786,Number,Spain,String,Female,String,34,Number,9,Number,0,Number,2,Number,1,Number,0,Number,117034.32,Number,0,Number
7706,Number,15647306,Number,Gibbs,String,777,Number,France,String,Female,String,29,Number,9,Number,131240.61,Number,1,Number,1,Number,1,Number,163746.09,Number,1,Number
7707,Number,15742369,Number,Rita,String,667,Number,Spain,String,Male,String,31,Number,5,Number,0,Number,2,Number,1,Number,1,Number,20346.69,Number,0,Number
7708,Number,15655859,Number,Munro,String,848,Number,Spain,String,Male,String,35,Number,5,Number,120046.74,Number,2,Number,1,Number,0,Number,84710.65,Number,0,Number
7709,Number,15675650,Number,Duncan,String,486,Number,France,String,Female,String,39,Number,8,Number,97819.36,Number,1,Number,0,Number,1,Number,120531.31,Number,0,Number
7710,Number,15574119,Number,Okwuadigbo,String,598,Number,Spain,String,Female,String,64,Number,1,Number,62979.93,Number,1,Number,1,Number,1,Number,152273.57,Number,0,Number
7711,Number,15754168,Number,McIntosh,String,506,Number,France,String,Female,String,40,Number,3,Number,0,Number,1,Number,1,Number,1,Number,144345.58,Number,0,Number
7712,Number,15763029,Number,Ch'iu,String,612,Number,Germany,String,Male,String,46,Number,9,Number,161450.03,Number,1,Number,1,Number,1,Number,96961,Number,1,Number
7713,Number,15765048,Number,Watt,String,545,Number,France,String,Male,String,30,Number,3,Number,0,Number,2,Number,1,Number,0,Number,170307.43,Number,0,Number
7714,Number,15786215,Number,Udinese,String,793,Number,France,String,Male,String,56,Number,8,Number,119496.25,Number,2,Number,1,Number,0,Number,29880.99,Number,0,Number
7715,Number,15707559,Number,Clark,String,682,Number,France,String,Female,String,30,Number,9,Number,0,Number,2,Number,1,Number,1,Number,195104.91,Number,0,Number
7716,Number,15582129,Number,Hsia,String,517,Number,France,String,Male,String,62,Number,1,Number,43772.66,Number,3,Number,1,Number,0,Number,187756.24,Number,1,Number
7717,Number,15687540,Number,Obiuto,String,684,Number,France,String,Male,String,32,Number,9,Number,100249.41,Number,2,Number,0,Number,1,Number,67599.69,Number,0,Number
7718,Number,15787196,Number,T'ien,String,692,Number,Spain,String,Male,String,46,Number,2,Number,0,Number,2,Number,1,Number,1,Number,105983.09,Number,0,Number
7719,Number,15670898,Number,McKenzie,String,740,Number,France,String,Female,String,60,Number,5,Number,108028.08,Number,2,Number,0,Number,0,Number,25980.42,Number,1,Number
7720,Number,15775433,Number,Tang,String,666,Number,Germany,String,Male,String,71,Number,1,Number,53013.29,Number,2,Number,1,Number,1,Number,112222.64,Number,0,Number
7721,Number,15700693,Number,Tu,String,693,Number,France,String,Male,String,68,Number,2,Number,0,Number,2,Number,1,Number,1,Number,59864.96,Number,0,Number
7722,Number,15677955,Number,Tsui,String,757,Number,Germany,String,Male,String,33,Number,1,Number,122088.67,Number,1,Number,1,Number,0,Number,42581.09,Number,0,Number
7723,Number,15570086,Number,Lynch,String,684,Number,Germany,String,Male,String,18,Number,9,Number,90544,Number,1,Number,0,Number,1,Number,4777.23,Number,0,Number
7724,Number,15794875,Number,Hung,String,691,Number,Spain,String,Male,String,35,Number,6,Number,0,Number,2,Number,0,Number,1,Number,178038.17,Number,0,Number
7725,Number,15673591,Number,Oluchukwu,String,842,Number,France,String,Male,String,44,Number,3,Number,141252.18,Number,4,Number,0,Number,1,Number,128521.16,Number,1,Number
7726,Number,15631756,Number,Tuan,String,482,Number,France,String,Female,String,35,Number,5,Number,147813.05,Number,2,Number,0,Number,0,Number,109029.72,Number,0,Number
7727,Number,15757617,Number,Lewis,String,735,Number,France,String,Male,String,55,Number,6,Number,134140.68,Number,1,Number,1,Number,0,Number,2267.88,Number,0,Number
7728,Number,15612729,Number,Chidiebere,String,681,Number,France,String,Female,String,63,Number,7,Number,0,Number,2,Number,1,Number,1,Number,55054.48,Number,0,Number
7729,Number,15637857,Number,Woolacott,String,616,Number,France,String,Female,String,31,Number,8,Number,0,Number,1,Number,0,Number,1,Number,76456.17,Number,0,Number
7730,Number,15681007,Number,Yen,String,850,Number,France,String,Female,String,35,Number,2,Number,128548.49,Number,4,Number,1,Number,0,Number,75478.95,Number,1,Number
7731,Number,15593622,Number,Service,String,635,Number,France,String,Male,String,43,Number,10,Number,122198.21,Number,2,Number,0,Number,1,Number,179144.54,Number,0,Number
7732,Number,15629273,Number,Lin,String,638,Number,Germany,String,Male,String,42,Number,8,Number,145177.84,Number,1,Number,1,Number,0,Number,193471.74,Number,1,Number
7733,Number,15765846,Number,Chuang,String,820,Number,Spain,String,Female,String,31,Number,2,Number,94222.53,Number,1,Number,1,Number,0,Number,103570.8,Number,0,Number
7734,Number,15596013,Number,Akhtar,String,694,Number,Germany,String,Female,String,58,Number,1,Number,143212.22,Number,1,Number,0,Number,0,Number,102628.56,Number,1,Number
7735,Number,15722473,Number,Faulkner,String,713,Number,France,String,Male,String,41,Number,3,Number,0,Number,2,Number,1,Number,0,Number,55772.04,Number,0,Number
7736,Number,15774936,Number,Liang,String,543,Number,Germany,String,Male,String,41,Number,6,Number,143350.41,Number,1,Number,1,Number,1,Number,192070.16,Number,1,Number
7737,Number,15685640,Number,Dancy,String,649,Number,France,String,Female,String,41,Number,3,Number,130931.83,Number,1,Number,1,Number,1,Number,144808.37,Number,0,Number
7738,Number,15566563,Number,Duigan,String,777,Number,France,String,Female,String,30,Number,4,Number,137851.31,Number,1,Number,1,Number,0,Number,5008.23,Number,1,Number
7739,Number,15768746,Number,McLean,String,561,Number,France,String,Male,String,33,Number,6,Number,0,Number,2,Number,0,Number,0,Number,173680.39,Number,0,Number
7740,Number,15689952,Number,Zuyeva,String,724,Number,Spain,String,Male,String,41,Number,5,Number,0,Number,1,Number,0,Number,1,Number,115753.94,Number,0,Number
7741,Number,15725906,Number,Hankinson,String,665,Number,Spain,String,Female,String,51,Number,8,Number,0,Number,1,Number,1,Number,1,Number,38928.48,Number,1,Number
7742,Number,15634501,Number,Wei,String,441,Number,France,String,Male,String,60,Number,1,Number,140614.15,Number,1,Number,0,Number,1,Number,174381.23,Number,0,Number
7743,Number,15571940,Number,Afamefula,String,579,Number,Spain,String,Male,String,22,Number,3,Number,118680.57,Number,1,Number,1,Number,1,Number,49829.8,Number,0,Number
7744,Number,15741643,Number,Chiang,String,777,Number,Germany,String,Male,String,35,Number,7,Number,122917.69,Number,1,Number,1,Number,1,Number,76169.68,Number,0,Number
7745,Number,15806822,Number,Myers,String,739,Number,France,String,Female,String,36,Number,0,Number,0,Number,2,Number,0,Number,0,Number,133465.57,Number,0,Number
7746,Number,15701166,Number,Chinedum,String,660,Number,France,String,Male,String,40,Number,5,Number,131754.11,Number,2,Number,1,Number,1,Number,38761.61,Number,0,Number
7747,Number,15718531,Number,Ukaegbunam,String,554,Number,France,String,Female,String,35,Number,8,Number,0,Number,2,Number,1,Number,1,Number,176779.46,Number,0,Number
7748,Number,15628308,Number,Akubundu,String,850,Number,France,String,Female,String,24,Number,6,Number,0,Number,2,Number,1,Number,1,Number,13159.9,Number,0,Number
7749,Number,15585287,Number,Sal,String,842,Number,Germany,String,Female,String,35,Number,9,Number,119948.09,Number,1,Number,1,Number,0,Number,48217.97,Number,1,Number
7750,Number,15781619,Number,Stevenson,String,785,Number,France,String,Female,String,38,Number,1,Number,0,Number,1,Number,1,Number,0,Number,134964.85,Number,1,Number
7751,Number,15805162,Number,Sutherland,String,550,Number,France,String,Male,String,25,Number,0,Number,0,Number,2,Number,1,Number,1,Number,184221.11,Number,0,Number
7752,Number,15588535,Number,Ts'ao,String,750,Number,Spain,String,Female,String,39,Number,6,Number,0,Number,2,Number,0,Number,0,Number,19264.33,Number,0,Number
7753,Number,15775307,Number,Sung,String,490,Number,Spain,String,Female,String,38,Number,3,Number,97266.1,Number,1,Number,1,Number,1,Number,92797.23,Number,0,Number
7754,Number,15777616,Number,Pisani,String,605,Number,Germany,String,Male,String,28,Number,10,Number,113690.83,Number,1,Number,1,Number,0,Number,33114.24,Number,0,Number
7755,Number,15692291,Number,Hs?eh,String,563,Number,Spain,String,Female,String,42,Number,6,Number,99056.22,Number,2,Number,1,Number,0,Number,154347.95,Number,1,Number
7756,Number,15680843,Number,Sherrod,String,675,Number,France,String,Male,String,34,Number,8,Number,0,Number,2,Number,1,Number,1,Number,184842.21,Number,0,Number
7757,Number,15606232,Number,Holloway,String,621,Number,Spain,String,Female,String,36,Number,7,Number,116338.68,Number,1,Number,1,Number,1,Number,155743.48,Number,0,Number
7758,Number,15641585,Number,Newton,String,850,Number,France,String,Male,String,40,Number,6,Number,97339.99,Number,1,Number,0,Number,1,Number,88815.25,Number,0,Number
7759,Number,15684358,Number,Kang,String,711,Number,France,String,Male,String,41,Number,3,Number,0,Number,2,Number,1,Number,1,Number,193747.57,Number,0,Number
7760,Number,15806389,Number,Walton,String,549,Number,Germany,String,Female,String,55,Number,1,Number,137592.31,Number,2,Number,0,Number,1,Number,116548.02,Number,1,Number
7761,Number,15641860,Number,Bradley,String,764,Number,Germany,String,Male,String,34,Number,6,Number,108760.27,Number,2,Number,1,Number,0,Number,166324.79,Number,1,Number
7762,Number,15814237,Number,Watkins,String,627,Number,Germany,String,Male,String,30,Number,3,Number,128770.88,Number,2,Number,1,Number,1,Number,40199.01,Number,0,Number
7763,Number,15808780,Number,Tien,String,850,Number,France,String,Female,String,34,Number,2,Number,0,Number,2,Number,0,Number,0,Number,51919.04,Number,0,Number
7764,Number,15767064,Number,Davide,String,614,Number,Spain,String,Female,String,36,Number,1,Number,44054.84,Number,1,Number,1,Number,1,Number,73329.08,Number,0,Number
7765,Number,15751177,Number,Milne,String,685,Number,Germany,String,Female,String,44,Number,2,Number,119657.53,Number,1,Number,1,Number,0,Number,145387.05,Number,1,Number
7766,Number,15613427,Number,Barling,String,683,Number,Germany,String,Female,String,49,Number,7,Number,108797.63,Number,2,Number,0,Number,0,Number,140763.18,Number,0,Number
7767,Number,15647259,Number,Barnett,String,643,Number,Spain,String,Male,String,35,Number,2,Number,0,Number,2,Number,0,Number,0,Number,67979.35,Number,0,Number
7768,Number,15748660,Number,Ellis,String,561,Number,Germany,String,Female,String,49,Number,1,Number,102025.32,Number,1,Number,1,Number,0,Number,133051.64,Number,1,Number
7769,Number,15726695,Number,Hsia,String,601,Number,Spain,String,Female,String,20,Number,9,Number,122446.61,Number,2,Number,1,Number,0,Number,86791.9,Number,0,Number
7770,Number,15757473,Number,Chukwujamuike,String,766,Number,France,String,Female,String,27,Number,7,Number,158786.67,Number,2,Number,0,Number,1,Number,47579.25,Number,0,Number
7771,Number,15809509,Number,Venables,String,699,Number,France,String,Male,String,29,Number,3,Number,125689.29,Number,1,Number,1,Number,1,Number,151623.71,Number,0,Number
7772,Number,15715512,Number,Hsia,String,850,Number,Germany,String,Male,String,29,Number,1,Number,154640.41,Number,1,Number,1,Number,1,Number,164039.51,Number,0,Number
7773,Number,15614168,Number,Alexander,String,792,Number,Germany,String,Female,String,50,Number,4,Number,146710.76,Number,1,Number,1,Number,0,Number,16528.4,Number,1,Number
7774,Number,15679818,Number,Yuan,String,636,Number,Germany,String,Male,String,67,Number,7,Number,136709.35,Number,1,Number,0,Number,1,Number,66753.1,Number,1,Number
7775,Number,15609928,Number,Johnston,String,850,Number,Germany,String,Male,String,43,Number,5,Number,129305.09,Number,2,Number,0,Number,1,Number,19244.58,Number,0,Number
7776,Number,15731246,Number,Hobler,String,628,Number,Spain,String,Male,String,40,Number,10,Number,0,Number,2,Number,1,Number,0,Number,103832.58,Number,0,Number
7777,Number,15685243,Number,Jamieson,String,736,Number,France,String,Female,String,63,Number,10,Number,0,Number,2,Number,0,Number,1,Number,502.7,Number,0,Number
7778,Number,15638730,Number,Macleod,String,711,Number,France,String,Female,String,21,Number,0,Number,82844.33,Number,2,Number,0,Number,1,Number,1408.68,Number,0,Number
7779,Number,15697034,Number,Norris,String,583,Number,Spain,String,Female,String,22,Number,2,Number,0,Number,2,Number,0,Number,1,Number,5985.36,Number,0,Number
7780,Number,15699225,Number,Pirozzi,String,757,Number,France,String,Male,String,46,Number,0,Number,0,Number,2,Number,1,Number,0,Number,37460.05,Number,0,Number
7781,Number,15677387,Number,Folliero,String,749,Number,Germany,String,Female,String,33,Number,10,Number,76692.22,Number,1,Number,0,Number,1,Number,30396.43,Number,0,Number
7782,Number,15759184,Number,Russell,String,705,Number,France,String,Male,String,34,Number,7,Number,117715.84,Number,1,Number,1,Number,0,Number,2498.67,Number,0,Number
7783,Number,15595991,Number,Hsiung,String,585,Number,France,String,Male,String,54,Number,8,Number,87105.32,Number,1,Number,1,Number,1,Number,55346.14,Number,0,Number
7784,Number,15681332,Number,Tate,String,437,Number,France,String,Female,String,43,Number,6,Number,0,Number,1,Number,1,Number,0,Number,148330.97,Number,1,Number
7785,Number,15756299,Number,Davis,String,741,Number,France,String,Female,String,64,Number,2,Number,69311.16,Number,1,Number,1,Number,1,Number,59237.72,Number,0,Number
7786,Number,15750547,Number,Bair,String,738,Number,France,String,Male,String,26,Number,9,Number,0,Number,2,Number,1,Number,1,Number,48644.94,Number,0,Number
7787,Number,15566380,Number,Drury,String,586,Number,Spain,String,Female,String,33,Number,10,Number,66948.67,Number,2,Number,1,Number,1,Number,140759.03,Number,0,Number
7788,Number,15675963,Number,Padovano,String,627,Number,France,String,Female,String,57,Number,9,Number,0,Number,2,Number,1,Number,1,Number,107712.42,Number,0,Number
7789,Number,15674671,Number,Conway,String,551,Number,Spain,String,Male,String,76,Number,2,Number,128410.71,Number,2,Number,1,Number,1,Number,181718.73,Number,0,Number
7790,Number,15621466,Number,Waters,String,606,Number,Germany,String,Male,String,38,Number,3,Number,99897.53,Number,1,Number,0,Number,0,Number,37054.65,Number,0,Number
7791,Number,15607176,Number,Kang,String,674,Number,France,String,Male,String,22,Number,3,Number,0,Number,1,Number,1,Number,1,Number,173940.59,Number,0,Number
7792,Number,15570299,Number,Martin,String,584,Number,Germany,String,Female,String,31,Number,6,Number,152622.34,Number,1,Number,1,Number,0,Number,99298.8,Number,0,Number
7793,Number,15613197,Number,Ugochukwutubelum,String,590,Number,France,String,Male,String,40,Number,8,Number,0,Number,2,Number,1,Number,0,Number,62933.03,Number,0,Number
7794,Number,15798885,Number,Burns,String,585,Number,France,String,Male,String,56,Number,4,Number,138227.19,Number,2,Number,1,Number,1,Number,55287.84,Number,0,Number
7795,Number,15714883,Number,Genovese,String,508,Number,France,String,Female,String,25,Number,2,Number,111395.53,Number,1,Number,0,Number,1,Number,48197.06,Number,0,Number
7796,Number,15604497,Number,Beale,String,458,Number,Germany,String,Male,String,44,Number,7,Number,84386.57,Number,1,Number,1,Number,0,Number,178642.73,Number,0,Number
7797,Number,15773949,Number,Cherkasova,String,692,Number,France,String,Female,String,36,Number,3,Number,0,Number,2,Number,1,Number,1,Number,8282.22,Number,0,Number
7798,Number,15774164,Number,Coles,String,502,Number,Germany,String,Male,String,33,Number,5,Number,174673.65,Number,2,Number,1,Number,0,Number,33300.56,Number,0,Number
7799,Number,15774127,Number,Potter,String,518,Number,France,String,Male,String,46,Number,3,Number,0,Number,2,Number,1,Number,0,Number,76515.79,Number,0,Number
7800,Number,15619016,Number,McMinn,String,660,Number,Germany,String,Male,String,46,Number,5,Number,109019.65,Number,2,Number,1,Number,1,Number,33680.56,Number,0,Number
7801,Number,15795759,Number,Bergamaschi,String,698,Number,Germany,String,Female,String,52,Number,1,Number,107906.75,Number,1,Number,1,Number,0,Number,168886.39,Number,1,Number
7802,Number,15798844,Number,Chijindum,String,678,Number,France,String,Male,String,54,Number,7,Number,128914.97,Number,1,Number,0,Number,0,Number,191746.23,Number,1,Number
7803,Number,15717962,Number,Ch'iu,String,773,Number,Spain,String,Male,String,63,Number,9,Number,111179.83,Number,1,Number,1,Number,1,Number,93091.02,Number,0,Number
7804,Number,15691504,Number,Yusupova,String,619,Number,Germany,String,Female,String,52,Number,8,Number,124099.13,Number,1,Number,0,Number,0,Number,23904.52,Number,0,Number
